game_id,move_number,fen,move_uci,eval_cp,turn
23,83,7R/p7/1p2k3/3p3p/PP3r2/8/1KP5/8 w - - 2 42,h8h6,2,white
23,84,8/p7/1p2k2R/3p3p/PP3r2/8/1KP5/8 b - - 3 42,e6e5,1,black
23,85,8/p7/1p5R/3pk2p/PP3r2/8/1KP5/8 w - - 4 43,h6h5,-7,white
23,86,8/p7/1p6/3pk2R/PP3r2/8/1KP5/8 b - - 0 43,e5d4,3,black
23,87,8/p7/1p6/3p3R/PP1k1r2/8/1KP5/8 w - - 1 44,b4b5,-3,white
23,88,8/p7/1p6/1P1p3R/P2k1r2/8/1KP5/8 b - - 0 44,d4c4,-5,black
23,89,8/p7/1p6/1P1p3R/P1k2r2/8/1KP5/8 w - - 1 45,h5h7,0,white
23,90,8/p6R/1p6/1P1p4/P1k2r2/8/1KP5/8 b - - 2 45,c4b4,0,black
23,91,8/p6R/1p6/1P1p4/Pk3r2/8/1KP5/8 w - - 3 46,h7a7,1,white
23,92,8/R7/1p6/1P1p4/Pk3r2/8/1KP5/8 b - - 0 46,f4f3,0,black
23,93,8/R7/1p6/1P1p4/Pk6/5r2/1KP5/8 w - - 1 47,a7a6,0,white
23,94,8/8/Rp6/1P1p4/Pk6/5r2/1KP5/8 b - - 2 47,f3a3,0,black
23,95,8/8/Rp6/1P1p4/Pk6/r7/1KP5/8 w - - 3 48,c2c3,0,white
23,96,8/8/Rp6/1P1p4/Pk6/r1P5/1K6/8 b - - 0 48,a3c3,1,black
23,97,8/8/Rp6/1P1p4/Pk6/2r5/1K6/8 w - - 0 49,a6b6,0,white
23,98,8/8/1R6/1P1p4/Pk6/2r5/1K6/8 b - - 0 49,c3b3,0,black
23,99,8/8/1R6/1P1p4/Pk6/1r6/1K6/8 w - - 1 50,b2c2,0,white
23,100,8/8/1R6/1P1p4/Pk6/1r6/2K5/8 b - - 2 50,b4a4,0,black
23,101,8/8/1R6/1P1p4/k7/1r6/2K5/8 w - - 0 51,b6d6,0,white
23,102,8/8/3R4/1P1p4/k7/1r6/2K5/8 b - - 1 51,b3b5,0,black
23,103,8/8/3R4/1r1p4/k7/8/2K5/8 w - - 0 52,c2c3,0,white
23,104,8/8/3R4/1r1p4/k7/2K5/8/8 b - - 1 52,b5b1,0,black
23,105,8/8/3R4/3p4/k7/2K5/8/1r6 w - - 2 53,d6d5,0,white
23,106,8/8/8/3R4/k7/2K5/8/1r6 b - - 0 53,b1h1,0,black
23,107,8/8/8/3R4/k7/2K5/8/7r w - - 1 54,c3c4,0,white
23,108,8/8/8/3R4/k1K5/8/8/7r b - - 2 54,h1c1,0,black
23,109,8/8/8/3R4/k1K5/8/8/2r5 w - - 3 55,c4d4,0,white
23,110,8/8/8/3R4/k2K4/8/8/2r5 b - - 4 55,c1h1,0,black
23,111,8/8/8/3R4/k2K4/8/8/7r w - - 5 56,d4e4,0,white
23,112,8/8/8/3R4/k3K3/8/8/7r b - - 6 56,h1h4,-1,black
23,113,8/8/8/3R4/k3K2r/8/8/8 w - - 7 57,e4d3,0,white
23,114,8/8/8/3R4/k6r/3K4/8/8 b - - 8 57,a4b4,-3,black
23,115,8/8/8/3R4/1k5r/3K4/8/8 w - - 9 58,d3e3,2,white
23,116,8/8/8/3R4/1k5r/4K3/8/8 b - - 10 58,h4h1,-6,black
23,117,8/8/8/3R4/1k6/4K3/8/7r w - - 11 59,e3f3,7,white
23,118,8/8/8/3R4/1k6/5K2/8/7r b - - 12 59,b4c4,-5,black
23,119,8/8/8/3R4/2k5/5K2/8/7r w - - 13 60,d5d8,1,white
23,120,3R4/8/8/8/2k5/5K2/8/7r b - - 14 60,h1f1,0,black
23,121,3R4/8/8/8/2k5/5K2/8/5r2 w - - 15 61,f3e2,0,white
23,122,3R4/8/8/8/2k5/8/4K3/5r2 b - - 16 61,f1h1,0,black
23,123,3R4/8/8/8/2k5/8/4K3/7r w - - 17 62,e2e3,0,white
23,124,3R4/8/8/8/2k5/4K3/8/7r b - - 18 62,h1h3,0,black
23,125,3R4/8/8/8/2k5/4K2r/8/8 w - - 19 63,e3e4,0,white
23,126,3R4/8/8/8/2k1K3/7r/8/8 b - - 20 63,h3h4,0,black
23,127,3R4/8/8/8/2k1K2r/8/8/8 w - - 21 64,e4f3,0,white
23,128,3R4/8/8/8/2k4r/5K2/8/8 b - - 22 64,h4h3,0,black
23,129,3R4/8/8/8/2k5/5K1r/8/8 w - - 23 65,f3e2,-5,white
23,130,3R4/8/8/8/2k5/7r/4K3/8 b - - 24 65,h3h6,1,black
23,131,3R4/8/7r/8/2k5/8/4K3/8 w - - 25 66,d8d1,0,white
23,132,8/8/7r/8/2k5/8/4K3/3R4 b - - 26 66,h6h5,0,black
23,133,8/8/8/7r/2k5/8/4K3/3R4 w - - 27 67,d1d6,0,white
23,134,8/8/3R4/7r/2k5/8/4K3/8 b - - 28 67,c4c3,0,black
23,135,8/8/3R4/7r/8/2k5/4K3/8 w - - 29 68,e2f3,0,white
23,136,8/8/3R4/7r/8/2k2K2/8/8 b - - 30 68,h5h1,0,black
23,137,8/8/3R4/8/8/2k2K2/8/7r w - - 31 69,f3e3,0,white
23,138,8/8/3R4/8/8/2k1K3/8/7r b - - 32 69,h1h3,0,black
23,139,8/8/3R4/8/8/2k1K2r/8/8 w - - 33 70,e3e4,0,white
23,140,8/8/3R4/8/4K3/2k4r/8/8 b - - 34 70,h3h1,0,black
23,141,8/8/3R4/8/4K3/2k5/8/7r w - - 35 71,d6d3,-6,white
23,142,8/8/8/8/4K3/2kR4/8/7r b - - 36 71,c3b2,0,black
23,143,8/8/8/8/4K3/3R4/1k6/7r w - - 37 72,d3d8,0,white
23,144,3R4/8/8/8/4K3/8/1k6/7r b - - 38 72,b2c2,0,black
23,145,3R4/8/8/8/4K3/8/2k5/7r w - - 39 73,d8d6,0,white
23,146,8/8/3R4/8/4K3/8/2k5/7r b - - 40 73,h1h4,0,black
23,147,8/8/3R4/8/4K2r/8/2k5/8 w - - 41 74,e4e3,0,white
23,148,8/8/3R4/8/7r/4K3/2k5/8 b - - 42 74,h4h3,0,black
23,149,8/8/3R4/8/8/4K2r/2k5/8 w - - 43 75,e3f4,0,white
23,150,8/8/3R4/8/5K2/7r/2k5/8 b - - 44 75,h3h4,0,black
24,1,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,28,white
24,2,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,-30,black
24,3,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3,29,white
24,4,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,b8c6,-31,black
24,5,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,f1b5,26,white
24,6,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,g8f6,-30,black
24,7,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,e1g1,24,white
24,8,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4,f6e4,-23,black
24,9,r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 5,f1e1,21,white
24,10,r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQR1K1 b kq - 1 5,e4d6,-20,black
24,11,r1bqkb1r/pppp1ppp/2nn4/1B2p3/8/5N2/PPPP1PPP/RNBQR1K1 w kq - 2 6,f3e5,19,white
24,12,r1bqkb1r/pppp1ppp/2nn4/1B2N3/8/8/PPPP1PPP/RNBQR1K1 b kq - 0 6,f8e7,-18,black
24,13,r1bqk2r/ppppbppp/2nn4/1B2N3/8/8/PPPP1PPP/RNBQR1K1 w kq - 1 7,b5f1,17,white
24,14,r1bqk2r/ppppbppp/2nn4/4N3/8/8/PPPP1PPP/RNBQRBK1 b kq - 2 7,c6e5,-14,black
24,15,r1bqk2r/ppppbppp/3n4/4n3/8/8/PPPP1PPP/RNBQRBK1 w kq - 0 8,e1e5,16,white
24,16,r1bqk2r/ppppbppp/3n4/4R3/8/8/PPPP1PPP/RNBQ1BK1 b kq - 0 8,e8g8,-19,black
24,17,r1bq1rk1/ppppbppp/3n4/4R3/8/8/PPPP1PPP/RNBQ1BK1 w - - 1 9,d2d4,19,white
24,18,r1bq1rk1/ppppbppp/3n4/4R3/3P4/8/PPP2PPP/RNBQ1BK1 b - - 0 9,e7f6,-16,black
24,19,r1bq1rk1/pppp1ppp/3n1b2/4R3/3P4/8/PPP2PPP/RNBQ1BK1 w - - 1 10,e5e1,17,white
24,20,r1bq1rk1/pppp1ppp/3n1b2/8/3P4/8/PPP2PPP/RNBQRBK1 b - - 2 10,f8e8,-21,black
24,21,r1bqr1k1/pppp1ppp/3n1b2/8/3P4/8/PPP2PPP/RNBQRBK1 w - - 3 11,c1f4,50,white
24,22,r1bqr1k1/pppp1ppp/3n1b2/8/3P1B2/8/PPP2PPP/RN1QRBK1 b - - 4 11,e8e1,-31,black
24,23,r1bq2k1/pppp1ppp/3n1b2/8/3P1B2/8/PPP2PPP/RN1QrBK1 w - - 0 12,d1e1,19,white
24,24,r1bq2k1/pppp1ppp/3n1b2/8/3P1B2/8/PPP2PPP/RN2QBK1 b - - 0 12,d6e8,-13,black
24,25,r1bqn1k1/pppp1ppp/5b2/8/3P1B2/8/PPP2PPP/RN2QBK1 w - - 1 13,c2c3,16,white
24,26,r1bqn1k1/pppp1ppp/5b2/8/3P1B2/2P5/PP3PPP/RN2QBK1 b - - 0 13,d7d5,-19,black
24,27,r1bqn1k1/ppp2ppp/5b2/3p4/3P1B2/2P5/PP3PPP/RN2QBK1 w - - 0 14,b1d2,19,white
24,28,r1bqn1k1/ppp2ppp/5b2/3p4/3P1B2/2P5/PP1N1PPP/R3QBK1 b - - 1 14,c8f5,-16,black
24,29,r2qn1k1/ppp2ppp/5b2/3p1b2/3P1B2/2P5/PP1N1PPP/R3QBK1 w - - 2 15,e1e2,18,white
24,30,r2qn1k1/ppp2ppp/5b2/3p1b2/3P1B2/2P5/PP1NQPPP/R4BK1 b - - 3 15,c7c6,-14,black
24,31,r2qn1k1/pp3ppp/2p2b2/3p1b2/3P1B2/2P5/PP1NQPPP/R4BK1 w - - 0 16,a1e1,12,white
24,32,r2qn1k1/pp3ppp/2p2b2/3p1b2/3P1B2/2P5/PP1NQPPP/4RBK1 b - - 1 16,e8d6,-10,black
24,33,r2q2k1/pp3ppp/2pn1b2/3p1b2/3P1B2/2P5/PP1NQPPP/4RBK1 w - - 2 17,d2b3,5,white
24,34,r2q2k1/pp3ppp/2pn1b2/3p1b2/3P1B2/1NP5/PP2QPPP/4RBK1 b - - 3 17,b7b6,-8,black
24,35,r2q2k1/p4ppp/1ppn1b2/3p1b2/3P1B2/1NP5/PP2QPPP/4RBK1 w - - 0 18,e2a6,19,white
24,36,r2q2k1/p4ppp/Qppn1b2/3p1b2/3P1B2/1NP5/PP3PPP/4RBK1 b - - 1 18,g7g6,-8,black
24,37,r2q2k1/p4p1p/Qppn1bp1/3p1b2/3P1B2/1NP5/PP3PPP/4RBK1 w - - 0 19,b3d2,12,white
24,38,r2q2k1/p4p1p/Qppn1bp1/3p1b2/3P1B2/2P5/PP1N1PPP/4RBK1 b - - 1 19,f6g5,7,black
24,39,r2q2k1/p4p1p/Qppn2p1/3p1bb1/3P1B2/2P5/PP1N1PPP/4RBK1 w - - 2 20,f4g5,8,white
24,40,r2q2k1/p4p1p/Qppn2p1/3p1bB1/3P4/2P5/PP1N1PPP/4RBK1 b - - 0 20,d8g5,-21,black
24,41,r5k1/p4p1p/Qppn2p1/3p1bq1/3P4/2P5/PP1N1PPP/4RBK1 w - - 0 21,d2f3,19,white
24,42,r5k1/p4p1p/Qppn2p1/3p1bq1/3P4/2P2N2/PP3PPP/4RBK1 b - - 1 21,g5d8,-17,black
24,43,r2q2k1/p4p1p/Qppn2p1/3p1b2/3P4/2P2N2/PP3PPP/4RBK1 w - - 2 22,f3e5,11,white
24,44,r2q2k1/p4p1p/Qppn2p1/3pNb2/3P4/2P5/PP3PPP/4RBK1 b - - 3 22,d8c7,-22,black
24,45,r5k1/p1q2p1p/Qppn2p1/3pNb2/3P4/2P5/PP3PPP/4RBK1 w - - 4 23,g2g4,20,white
24,46,r5k1/p1q2p1p/Qppn2p1/3pNb2/3P2P1/2P5/PP3P1P/4RBK1 b - - 0 23,f5e6,-19,black
24,47,r5k1/p1q2p1p/Qppnb1p1/3pN3/3P2P1/2P5/PP3P1P/4RBK1 w - - 1 24,a6d3,13,white
24,48,r5k1/p1q2p1p/1ppnb1p1/3pN3/3P2P1/2PQ4/PP3P1P/4RBK1 b - - 2 24,a8e8,-12,black
24,49,4r1k1/p1q2p1p/1ppnb1p1/3pN3/3P2P1/2PQ4/PP3P1P/4RBK1 w - - 3 25,g4g5,4,white
24,50,4r1k1/p1q2p1p/1ppnb1p1/3pN1P1/3P4/2PQ4/PP3P1P/4RBK1 b - - 0 25,e6f5,-8,black
24,51,4r1k1/p1q2p1p/1ppn2p1/3pNbP1/3P4/2PQ4/PP3P1P/4RBK1 w - - 1 26,d3g3,7,white
24,52,4r1k1/p1q2p1p/1ppn2p1/3pNbP1/3P4/2P3Q1/PP3P1P/4RBK1 b - - 2 26,c6c5,-6,black
24,53,4r1k1/p1q2p1p/1p1n2p1/2ppNbP1/3P4/2P3Q1/PP3P1P/4RBK1 w - - 0 27,g3f4,11,white
24,54,4r1k1/p1q2p1p/1p1n2p1/2ppNbP1/3P1Q2/2P5/PP3P1P/4RBK1 b - - 1 27,c5d4,-7,black
24,55,4r1k1/p1q2p1p/1p1n2p1/3pNbP1/3p1Q2/2P5/PP3P1P/4RBK1 w - - 0 28,f4d4,8,white
24,56,4r1k1/p1q2p1p/1p1n2p1/3pNbP1/3Q4/2P5/PP3P1P/4RBK1 b - - 0 28,d6e4,-14,black
24,57,4r1k1/p1q2p1p/1p4p1/3pNbP1/3Qn3/2P5/PP3P1P/4RBK1 w - - 1 29,f2f4,3,white
24,58,4r1k1/p1q2p1p/1p4p1/3pNbP1/3QnP2/2P5/PP5P/4RBK1 b - - 0 29,e8d8,-5,black
24,59,3r2k1/p1q2p1p/1p4p1/3pNbP1/3QnP2/2P5/PP5P/4RBK1 w - - 1 30,f1g2,0,white
24,60,3r2k1/p1q2p1p/1p4p1/3pNbP1/3QnP2/2P5/PP4BP/4R1K1 b - - 2 30,h7h5,-4,black
24,61,3r2k1/p1q2p2/1p4p1/3pNbPp/3QnP2/2P5/PP4BP/4R1K1 w - h6 0 31,g5h6,4,white
24,62,3r2k1/p1q2p2/1p4pP/3pNb2/3QnP2/2P5/PP4BP/4R1K1 b - - 0 31,f7f6,-2,black
24,63,3r2k1/p1q5/1p3ppP/3pNb2/3QnP2/2P5/PP4BP/4R1K1 w - - 0 32,e5c6,0,white
24,64,3r2k1/p1q5/1pN2ppP/3p1b2/3QnP2/2P5/PP4BP/4R1K1 b - - 1 32,c7c6,0,black
24,65,3r2k1/p7/1pq2ppP/3p1b2/3QnP2/2P5/PP4BP/4R1K1 w - - 0 33,g2e4,0,white
24,66,3r2k1/p7/1pq2ppP/3p1b2/3QBP2/2P5/PP5P/4R1K1 b - - 0 33,f5e4,0,black
24,67,3r2k1/p7/1pq2ppP/3p4/3QbP2/2P5/PP5P/4R1K1 w - - 0 34,e1e4,0,white
24,68,3r2k1/p7/1pq2ppP/3p4/3QRP2/2P5/PP5P/6K1 b - - 0 34,d5e4,0,black
24,69,3r2k1/p7/1pq2ppP/8/3QpP2/2P5/PP5P/6K1 w - - 0 35,d4d8,0,white
24,70,3Q2k1/p7/1pq2ppP/8/4pP2/2P5/PP5P/6K1 b - - 0 35,g8h7,0,black
24,71,3Q4/p6k/1pq2ppP/8/4pP2/2P5/PP5P/6K1 w - - 1 36,d8e7,0,white
24,72,8/p3Q2k/1pq2ppP/8/4pP2/2P5/PP5P/6K1 b - - 2 36,h7h6,0,black
24,73,8/p3Q3/1pq2ppk/8/4pP2/2P5/PP5P/6K1 w - - 0 37,e7f8,0,white
24,74,5Q2/p7/1pq2ppk/8/4pP2/2P5/PP5P/6K1 b - - 1 37,h6h7,0,black
24,75,5Q2/p6k/1pq2pp1/8/4pP2/2P5/PP5P/6K1 w - - 2 38,f8f7,0,white
24,76,8/p4Q1k/1pq2pp1/8/4pP2/2P5/PP5P/6K1 b - - 3 38,h7h6,0,black
24,77,8/p4Q2/1pq2ppk/8/4pP2/2P5/PP5P/6K1 w - - 4 39,f7f8,0,white
24,78,5Q2/p7/1pq2ppk/8/4pP2/2P5/PP5P/6K1 b - - 5 39,h6h5,0,black
24,79,5Q2/p7/1pq2pp1/7k/4pP2/2P5/PP5P/6K1 w - - 6 40,h2h3,0,white
24,80,5Q2/p7/1pq2pp1/7k/4pP2/2P4P/PP6/6K1 b - - 0 40,g6g5,0,black
24,81,5Q2/p7/1pq2p2/6pk/4pP2/2P4P/PP6/6K1 w - - 0 41,f8f7,0,white
24,82,8/p4Q2/1pq2p2/6pk/4pP2/2P4P/PP6/6K1 b - - 1 41,h5h6,0,black
24,83,8/p4Q2/1pq2p1k/6p1/4pP2/2P4P/PP6/6K1 w - - 2 42,f4f5,0,white
24,84,8/p4Q2/1pq2p1k/5Pp1/4p3/2P4P/PP6/6K1 b - - 0 42,c6c5,0,black
24,85,8/p4Q2/1p3p1k/2q2Pp1/4p3/2P4P/PP6/6K1 w - - 1 43,g1h1,0,white
24,86,8/p4Q2/1p3p1k/2q2Pp1/4p3/2P4P/PP6/7K b - - 2 43,c5f5,0,black
24,87,8/p4Q2/1p3p1k/5qp1/4p3/2P4P/PP6/7K w - - 0 44,f7f8,0,white
24,88,5Q2/p7/1p3p1k/5qp1/4p3/2P4P/PP6/7K b - - 1 44,h6h7,0,black
24,89,5Q2/p6k/1p3p2/5qp1/4p3/2P4P/PP6/7K w - - 2 45,f8e7,0,white
24,90,8/p3Q2k/1p3p2/5qp1/4p3/2P4P/PP6/7K b - - 3 45,h7g6,0,black
24,91,8/p3Q3/1p3pk1/5qp1/4p3/2P4P/PP6/7K w - - 4 46,e7e8,0,white
24,92,4Q3/p7/1p3pk1/5qp1/4p3/2P4P/PP6/7K b - - 5 46,g6g7,0,black
24,93,4Q3/p5k1/1p3p2/5qp1/4p3/2P4P/PP6/7K w - - 6 47,e8e7,0,white
24,94,8/p3Q1k1/1p3p2/5qp1/4p3/2P4P/PP6/7K b - - 7 47,g7g6,0,black
24,95,8/p3Q3/1p3pk1/5qp1/4p3/2P4P/PP6/7K w - - 8 48,e7e8,0,white
24,96,4Q3/p7/1p3pk1/5qp1/4p3/2P4P/PP6/7K b - - 9 48,g6g7,0,black
24,97,4Q3/p5k1/1p3p2/5qp1/4p3/2P4P/PP6/7K w - - 10 49,e8e7,0,white
24,98,8/p3Q1k1/1p3p2/5qp1/4p3/2P4P/PP6/7K b - - 11 49,g7g6,0,black
24,99,8/p3Q3/1p3pk1/5qp1/4p3/2P4P/PP6/7K w - - 12 50,e7e8,0,white
24,100,4Q3/p7/1p3pk1/5qp1/4p3/2P4P/PP6/7K b - - 13 50,g6g7,0,black
24,101,4Q3/p5k1/1p3p2/5qp1/4p3/2P4P/PP6/7K w - - 14 51,e8e7,0,white
24,102,8/p3Q1k1/1p3p2/5qp1/4p3/2P4P/PP6/7K b - - 15 51,g7g6,0,black
24,103,8/p3Q3/1p3pk1/5qp1/4p3/2P4P/PP6/7K w - - 16 52,e7e8,0,white
24,104,4Q3/p7/1p3pk1/5qp1/4p3/2P4P/PP6/7K b - - 17 52,g6g7,0,black
24,105,4Q3/p5k1/1p3p2/5qp1/4p3/2P4P/PP6/7K w - - 18 53,e8e7,0,white
24,106,8/p3Q1k1/1p3p2/5qp1/4p3/2P4P/PP6/7K b - - 19 53,g7g8,0,black
24,107,6k1/p3Q3/1p3p2/5qp1/4p3/2P4P/PP6/7K w - - 20 54,e7e8,0,white
24,108,4Q1k1/p7/1p3p2/5qp1/4p3/2P4P/PP6/7K b - - 21 54,g8h7,0,black
24,109,4Q3/p6k/1p3p2/5qp1/4p3/2P4P/PP6/7K w - - 22 55,e8f7,0,white
24,110,8/p4Q1k/1p3p2/5qp1/4p3/2P4P/PP6/7K b - - 23 55,h7h6,0,black
24,111,8/p4Q2/1p3p1k/5qp1/4p3/2P4P/PP6/7K w - - 24 56,f7f8,0,white
24,112,5Q2/p7/1p3p1k/5qp1/4p3/2P4P/PP6/7K b - - 25 56,h6h5,0,black
24,113,5Q2/p7/1p3p2/5qpk/4p3/2P4P/PP6/7K w - - 26 57,f8h8,0,white
24,114,7Q/p7/1p3p2/5qpk/4p3/2P4P/PP6/7K b - - 27 57,h5g6,0,black
24,115,7Q/p7/1p3pk1/5qp1/4p3/2P4P/PP6/7K w - - 28 58,h8g8,0,white
24,116,6Q1/p7/1p3pk1/5qp1/4p3/2P4P/PP6/7K b - - 29 58,g6h6,0,black
24,117,6Q1/p7/1p3p1k/5qp1/4p3/2P4P/PP6/7K w - - 30 59,g8f8,0,white
24,118,5Q2/p7/1p3p1k/5qp1/4p3/2P4P/PP6/7K b - - 31 59,h6h7,0,black
24,119,5Q2/p6k/1p3p2/5qp1/4p3/2P4P/PP6/7K w - - 32 60,f8e7,0,white
24,120,8/p3Q2k/1p3p2/5qp1/4p3/2P4P/PP6/7K b - - 33 60,h7g6,0,black
25,1,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,25,white
25,2,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e6,-26,black
25,3,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,35,white
25,4,rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,d7d5,-32,black
25,5,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,b1c3,30,white
25,6,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,g8f6,-33,black
25,7,rnbqkb1r/ppp2ppp/4pn2/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 4,e4e5,31,white
25,8,rnbqkb1r/ppp2ppp/4pn2/3pP3/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,f6d7,-39,black
25,9,rnbqkb1r/pppn1ppp/4p3/3pP3/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 5,f2f4,37,white
25,10,rnbqkb1r/pppn1ppp/4p3/3pP3/3P1P2/2N5/PPP3PP/R1BQKBNR b KQkq - 0 5,c7c5,-40,black
25,11,rnbqkb1r/pp1n1ppp/4p3/2ppP3/3P1P2/2N5/PPP3PP/R1BQKBNR w KQkq - 0 6,g1f3,34,white
25,12,rnbqkb1r/pp1n1ppp/4p3/2ppP3/3P1P2/2N2N2/PPP3PP/R1BQKB1R b KQkq - 1 6,b8c6,-35,black
25,13,r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/3P1P2/2N2N2/PPP3PP/R1BQKB1R w KQkq - 2 7,c1e3,35,white
25,14,r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/3P1P2/2N1BN2/PPP3PP/R2QKB1R b KQkq - 3 7,a7a6,-42,black
25,15,r1bqkb1r/1p1n1ppp/p1n1p3/2ppP3/3P1P2/2N1BN2/PPP3PP/R2QKB1R w KQkq - 0 8,d1d2,37,white
25,16,r1bqkb1r/1p1n1ppp/p1n1p3/2ppP3/3P1P2/2N1BN2/PPPQ2PP/R3KB1R b KQkq - 1 8,f8e7,-36,black
25,17,r1bqk2r/1p1nbppp/p1n1p3/2ppP3/3P1P2/2N1BN2/PPPQ2PP/R3KB1R w KQkq - 2 9,d4c5,47,white
25,18,r1bqk2r/1p1nbppp/p1n1p3/2PpP3/5P2/2N1BN2/PPPQ2PP/R3KB1R b KQkq - 0 9,d7c5,-50,black
25,19,r1bqk2r/1p2bppp/p1n1p3/2npP3/5P2/2N1BN2/PPPQ2PP/R3KB1R w KQkq - 0 10,a2a3,52,white
25,20,r1bqk2r/1p2bppp/p1n1p3/2npP3/5P2/P1N1BN2/1PPQ2PP/R3KB1R b KQkq - 0 10,e8g8,-31,black
25,21,r1bq1rk1/1p2bppp/p1n1p3/2npP3/5P2/P1N1BN2/1PPQ2PP/R3KB1R w KQ - 1 11,d2f2,53,white
25,22,r1bq1rk1/1p2bppp/p1n1p3/2npP3/5P2/P1N1BN2/1PP2QPP/R3KB1R b KQ - 2 11,d8a5,-47,black
25,23,r1b2rk1/1p2bppp/p1n1p3/q1npP3/5P2/P1N1BN2/1PP2QPP/R3KB1R w KQ - 3 12,e1c1,48,white
25,24,r1b2rk1/1p2bppp/p1n1p3/q1npP3/5P2/P1N1BN2/1PP2QPP/2KR1B1R b - - 4 12,a8b8,-52,black
25,25,1rb2rk1/1p2bppp/p1n1p3/q1npP3/5P2/P1N1BN2/1PP2QPP/2KR1B1R w - - 5 13,c1b1,39,white
25,26,1rb2rk1/1p2bppp/p1n1p3/q1npP3/5P2/P1N1BN2/1PP2QPP/1K1R1B1R b - - 6 13,c8d7,-28,black
25,27,1r3rk1/1p1bbppp/p1n1p3/q1npP3/5P2/P1N1BN2/1PP2QPP/1K1R1B1R w - - 7 14,h2h4,60,white
25,28,1r3rk1/1p1bbppp/p1n1p3/q1npP3/5P1P/P1N1BN2/1PP2QP1/1K1R1B1R b - - 0 14,c5a4,-31,black
25,29,1r3rk1/1p1bbppp/p1n1p3/q2pP3/n4P1P/P1N1BN2/1PP2QP1/1K1R1B1R w - - 1 15,c3a4,39,white
25,30,1r3rk1/1p1bbppp/p1n1p3/q2pP3/N4P1P/P3BN2/1PP2QP1/1K1R1B1R b - - 0 15,a5a4,-50,black
25,31,1r3rk1/1p1bbppp/p1n1p3/3pP3/q4P1P/P3BN2/1PP2QP1/1K1R1B1R w - - 0 16,f1d3,45,white
25,32,1r3rk1/1p1bbppp/p1n1p3/3pP3/q4P1P/P2BBN2/1PP2QP1/1K1R3R b - - 1 16,h7h6,-106,black
25,33,1r3rk1/1p1bbpp1/p1n1p2p/3pP3/q4P1P/P2BBN2/1PP2QP1/1K1R3R w - - 0 17,f3d4,121,white
25,34,1r3rk1/1p1bbpp1/p1n1p2p/3pP3/q2N1P1P/P2BB3/1PP2QP1/1K1R3R b - - 1 17,c6d4,-125,black
25,35,1r3rk1/1p1bbpp1/p3p2p/3pP3/q2n1P1P/P2BB3/1PP2QP1/1K1R3R w - - 0 18,e3d4,98,white
25,36,1r3rk1/1p1bbpp1/p3p2p/3pP3/q2B1P1P/P2B4/1PP2QP1/1K1R3R b - - 0 18,b7b5,-103,black
25,37,1r3rk1/3bbpp1/p3p2p/1p1pP3/q2B1P1P/P2B4/1PP2QP1/1K1R3R w - - 0 19,g2g4,140,white
25,38,1r3rk1/3bbpp1/p3p2p/1p1pP3/q2B1PPP/P2B4/1PP2Q2/1K1R3R b - - 0 19,b5b4,-92,black
25,39,1r3rk1/3bbpp1/p3p2p/3pP3/qp1B1PPP/P2B4/1PP2Q2/1K1R3R w - - 0 20,f4f5,85,white
