game_id,move_number,fen,move_uci,eval_cp,turn
5,90,5k2/1pB2p2/2p2n2/p2p1Pbp/P2P4/2P4P/1PB1R1K1/2r5 b - - 3 45,h5h4,-22,black
5,91,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P4P/1PB1R1K1/2r5 w - - 0 46,g2f3,20,white
5,92,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P2K1P/1PB1R3/2r5 b - - 1 46,c1h1,-25,black
5,93,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P2K1P/1PB1R3/7r w - - 2 47,f3g2,0,white
5,94,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P4P/1PB1R1K1/7r b - - 3 47,h1c1,0,black
5,95,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P4P/1PB1R1K1/2r5 w - - 4 48,g2f3,0,white
5,96,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P2K1P/1PB1R3/2r5 b - - 5 48,c1f1,0,black
5,97,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P2K1P/1PB1R3/5r2 w - - 6 49,f3g2,0,white
5,98,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P4P/1PB1R1K1/5r2 b - - 7 49,f1c1,0,black
5,99,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P4P/1PB1R1K1/2r5 w - - 8 50,g2f3,0,white
5,100,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P2K1P/1PB1R3/2r5 b - - 9 50,c1h1,0,black
5,101,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P2K1P/1PB1R3/7r w - - 10 51,f3g2,0,white
5,102,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P4P/1PB1R1K1/7r b - - 11 51,h1c1,0,black
5,103,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P4P/1PB1R1K1/2r5 w - - 12 52,g2f3,0,white
5,104,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P2K1P/1PB1R3/2r5 b - - 13 52,c1f1,0,black
5,105,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P2K1P/1PB1R3/5r2 w - - 14 53,e2f2,0,white
5,106,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P2K1P/1PB2R2/5r2 b - - 15 53,f1e1,0,black
5,107,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P2K1P/1PB2R2/4r3 w - - 16 54,f2e2,0,white
5,108,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P2K1P/1PB1R3/4r3 b - - 17 54,e1h1,0,black
5,109,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P2K1P/1PB1R3/7r w - - 18 55,f3g2,0,white
5,110,5k2/1pB2p2/2p2n2/p2p1Pb1/P2P3p/2P4P/1PB1R1K1/7r b - - 19 55,h1c1,0,black
6,1,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,30,white
6,2,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,-31,black
6,3,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3,32,white
6,4,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,b8c6,-28,black
6,5,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,f1b5,32,white
6,6,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,g8f6,-26,black
6,7,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,e1g1,29,white
6,8,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4,f6e4,-33,black
6,9,r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 5,f1e1,31,white
6,10,r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQR1K1 b kq - 1 5,e4d6,-30,black
6,11,r1bqkb1r/pppp1ppp/2nn4/1B2p3/8/5N2/PPPP1PPP/RNBQR1K1 w kq - 2 6,f3e5,32,white
6,12,r1bqkb1r/pppp1ppp/2nn4/1B2N3/8/8/PPPP1PPP/RNBQR1K1 b kq - 0 6,c6e5,-34,black
6,13,r1bqkb1r/pppp1ppp/3n4/1B2n3/8/8/PPPP1PPP/RNBQR1K1 w kq - 0 7,e1e5,29,white
6,14,r1bqkb1r/pppp1ppp/3n4/1B2R3/8/8/PPPP1PPP/RNBQ2K1 b kq - 0 7,f8e7,-25,black
6,15,r1bqk2r/ppppbppp/3n4/1B2R3/8/8/PPPP1PPP/RNBQ2K1 w kq - 1 8,b5f1,23,white
6,16,r1bqk2r/ppppbppp/3n4/4R3/8/8/PPPP1PPP/RNBQ1BK1 b kq - 2 8,e8g8,-23,black
6,17,r1bq1rk1/ppppbppp/3n4/4R3/8/8/PPPP1PPP/RNBQ1BK1 w - - 3 9,d2d4,22,white
6,18,r1bq1rk1/ppppbppp/3n4/4R3/3P4/8/PPP2PPP/RNBQ1BK1 b - - 0 9,d6e8,-20,black
6,19,r1bqnrk1/ppppbppp/8/4R3/3P4/8/PPP2PPP/RNBQ1BK1 w - - 1 10,d4d5,43,white
6,20,r1bqnrk1/ppppbppp/8/3PR3/8/8/PPP2PPP/RNBQ1BK1 b - - 0 10,e7c5,-41,black
6,21,r1bqnrk1/pppp1ppp/8/2bPR3/8/8/PPP2PPP/RNBQ1BK1 w - - 1 11,e5e1,32,white
6,22,r1bqnrk1/pppp1ppp/8/2bP4/8/8/PPP2PPP/RNBQRBK1 b - - 2 11,d7d6,-24,black
6,23,r1bqnrk1/ppp2ppp/3p4/2bP4/8/8/PPP2PPP/RNBQRBK1 w - - 0 12,b1c3,46,white
6,24,r1bqnrk1/ppp2ppp/3p4/2bP4/8/2N5/PPP2PPP/R1BQRBK1 b - - 1 12,c8f5,-40,black
6,25,r2qnrk1/ppp2ppp/3p4/2bP1b2/8/2N5/PPP2PPP/R1BQRBK1 w - - 2 13,f1d3,39,white
6,26,r2qnrk1/ppp2ppp/3p4/2bP1b2/8/2NB4/PPP2PPP/R1BQR1K1 b - - 3 13,f5g6,-38,black
6,27,r2qnrk1/ppp2ppp/3p2b1/2bP4/8/2NB4/PPP2PPP/R1BQR1K1 w - - 4 14,d3g6,32,white
6,28,r2qnrk1/ppp2ppp/3p2B1/2bP4/8/2N5/PPP2PPP/R1BQR1K1 b - - 0 14,h7g6,-34,black
6,29,r2qnrk1/ppp2pp1/3p2p1/2bP4/8/2N5/PPP2PPP/R1BQR1K1 w - - 0 15,h2h3,35,white
6,30,r2qnrk1/ppp2pp1/3p2p1/2bP4/8/2N4P/PPP2PP1/R1BQR1K1 b - - 0 15,d8h4,-40,black
6,31,r3nrk1/ppp2pp1/3p2p1/2bP4/7q/2N4P/PPP2PP1/R1BQR1K1 w - - 1 16,c3e4,48,white
6,32,r3nrk1/ppp2pp1/3p2p1/2bP4/4N2q/7P/PPP2PP1/R1BQR1K1 b - - 2 16,e8f6,-42,black
6,33,r4rk1/ppp2pp1/3p1np1/2bP4/4N2q/7P/PPP2PP1/R1BQR1K1 w - - 3 17,d1f3,36,white
6,34,r4rk1/ppp2pp1/3p1np1/2bP4/4N2q/5Q1P/PPP2PP1/R1B1R1K1 b - - 4 17,f6e4,-32,black
6,35,r4rk1/ppp2pp1/3p2p1/2bP4/4n2q/5Q1P/PPP2PP1/R1B1R1K1 w - - 0 18,e1e4,22,white
6,36,r4rk1/ppp2pp1/3p2p1/2bP4/4R2q/5Q1P/PPP2PP1/R1B3K1 b - - 0 18,h4h5,-19,black
6,37,r4rk1/ppp2pp1/3p2p1/2bP3q/4R3/5Q1P/PPP2PP1/R1B3K1 w - - 1 19,f3h5,16,white
6,38,r4rk1/ppp2pp1/3p2p1/2bP3Q/4R3/7P/PPP2PP1/R1B3K1 b - - 0 19,g6h5,-16,black
6,39,r4rk1/ppp2pp1/3p4/2bP3p/4R3/7P/PPP2PP1/R1B3K1 w - - 0 20,c1d2,16,white
6,40,r4rk1/ppp2pp1/3p4/2bP3p/4R3/7P/PPPB1PP1/R5K1 b - - 1 20,f7f5,-15,black
6,41,r4rk1/ppp3p1/3p4/2bP1p1p/4R3/7P/PPPB1PP1/R5K1 w - - 0 21,e4h4,9,white
6,42,r4rk1/ppp3p1/3p4/2bP1p1p/7R/7P/PPPB1PP1/R5K1 b - - 1 21,f8e8,-17,black
6,43,r3r1k1/ppp3p1/3p4/2bP1p1p/7R/7P/PPPB1PP1/R5K1 w - - 2 22,g1f1,26,white
6,44,r3r1k1/ppp3p1/3p4/2bP1p1p/7R/7P/PPPB1PP1/R4K2 b - - 3 22,g7g6,-26,black
6,45,r3r1k1/ppp5/3p2p1/2bP1p1p/7R/7P/PPPB1PP1/R4K2 w - - 0 23,a2a4,38,white
6,46,r3r1k1/ppp5/3p2p1/2bP1p1p/P6R/7P/1PPB1PP1/R4K2 b - - 0 23,a7a5,-36,black
6,47,r3r1k1/1pp5/3p2p1/p1bP1p1p/P6R/7P/1PPB1PP1/R4K2 w - - 0 24,a1e1,36,white
6,48,r3r1k1/1pp5/3p2p1/p1bP1p1p/P6R/7P/1PPB1PP1/4RK2 b - - 1 24,c5b6,-34,black
6,49,r3r1k1/1pp5/1b1p2p1/p2P1p1p/P6R/7P/1PPB1PP1/4RK2 w - - 2 25,g2g4,23,white
6,50,r3r1k1/1pp5/1b1p2p1/p2P1p1p/P5PR/7P/1PPB1P2/4RK2 b - - 0 25,e8e1,-22,black
6,51,r5k1/1pp5/1b1p2p1/p2P1p1p/P5PR/7P/1PPB1P2/4rK2 w - - 0 26,d2e1,21,white
6,52,r5k1/1pp5/1b1p2p1/p2P1p1p/P5PR/7P/1PP2P2/4BK2 b - - 0 26,h5g4,-22,black
6,53,r5k1/1pp5/1b1p2p1/p2P1p2/P5pR/7P/1PP2P2/4BK2 w - - 0 27,h3g4,19,white
6,54,r5k1/1pp5/1b1p2p1/p2P1p2/P5PR/8/1PP2P2/4BK2 b - - 0 27,f5g4,-23,black
6,55,r5k1/1pp5/1b1p2p1/p2P4/P5pR/8/1PP2P2/4BK2 w - - 0 28,h4g4,18,white
6,56,r5k1/1pp5/1b1p2p1/p2P4/P5R1/8/1PP2P2/4BK2 b - - 0 28,g8f7,-21,black
6,57,r7/1pp2k2/1b1p2p1/p2P4/P5R1/8/1PP2P2/4BK2 w - - 1 29,e1c3,20,white
6,58,r7/1pp2k2/1b1p2p1/p2P4/P5R1/2B5/1PP2P2/5K2 b - - 2 29,a8g8,-22,black
6,59,6r1/1pp2k2/1b1p2p1/p2P4/P5R1/2B5/1PP2P2/5K2 w - - 3 30,f1g2,31,white
6,60,6r1/1pp2k2/1b1p2p1/p2P4/P5R1/2B5/1PP2PK1/8 b - - 4 30,f7e8,-32,black
6,61,4k1r1/1pp5/1b1p2p1/p2P4/P5R1/2B5/1PP2PK1/8 w - - 5 31,c3f6,29,white
6,62,4k1r1/1pp5/1b1p1Bp1/p2P4/P5R1/8/1PP2PK1/8 b - - 6 31,c7c6,-33,black
6,63,4k1r1/1p6/1bpp1Bp1/p2P4/P5R1/8/1PP2PK1/8 w - - 0 32,c2c4,35,white
6,64,4k1r1/1p6/1bpp1Bp1/p2P4/P1P3R1/8/1P3PK1/8 b - - 0 32,e8d7,-33,black
6,65,6r1/1p1k4/1bpp1Bp1/p2P4/P1P3R1/8/1P3PK1/8 w - - 1 33,g2g3,39,white
6,66,6r1/1p1k4/1bpp1Bp1/p2P4/P1P3R1/6K1/1P3P2/8 b - - 2 33,b6d8,-38,black
6,67,3b2r1/1p1k4/2pp1Bp1/p2P4/P1P3R1/6K1/1P3P2/8 w - - 3 34,f6c3,41,white
6,68,3b2r1/1p1k4/2pp2p1/p2P4/P1P3R1/2B3K1/1P3P2/8 b - - 4 34,g6g5,-43,black
6,69,3b2r1/1p1k4/2pp4/p2P2p1/P1P3R1/2B3K1/1P3P2/8 w - - 0 35,c3d2,34,white
6,70,3b2r1/1p1k4/2pp4/p2P2p1/P1P3R1/6K1/1P1B1P2/8 b - - 1 35,d8f6,-37,black
6,71,6r1/1p1k4/2pp1b2/p2P2p1/P1P3R1/6K1/1P1B1P2/8 w - - 2 36,b2b3,39,white
6,72,6r1/1p1k4/2pp1b2/p2P2p1/P1P3R1/1P4K1/3B1P2/8 b - - 0 36,c6d5,-45,black
6,73,6r1/1p1k4/3p1b2/p2p2p1/P1P3R1/1P4K1/3B1P2/8 w - - 0 37,c4d5,39,white
6,74,6r1/1p1k4/3p1b2/p2P2p1/P5R1/1P4K1/3B1P2/8 b - - 0 37,b7b6,-28,black
6,75,6r1/3k4/1p1p1b2/p2P2p1/P5R1/1P4K1/3B1P2/8 w - - 0 38,g3f3,49,white
6,76,6r1/3k4/1p1p1b2/p2P2p1/P5R1/1P3K2/3B1P2/8 b - - 1 38,g8c8,-37,black
6,77,2r5/3k4/1p1p1b2/p2P2p1/P5R1/1P3K2/3B1P2/8 w - - 2 39,f3e4,37,white
6,78,2r5/3k4/1p1p1b2/p2P2p1/P3K1R1/1P6/3B1P2/8 b - - 3 39,c8c2,-25,black
6,79,8/3k4/1p1p1b2/p2P2p1/P3K1R1/1P6/2rB1P2/8 w - - 4 40,d2e3,18,white
6,80,8/3k4/1p1p1b2/p2P2p1/P3K1R1/1P2B3/2r2P2/8 b - - 5 40,b6b5,-21,black
6,81,8/3k4/3p1b2/pp1P2p1/P3K1R1/1P2B3/2r2P2/8 w - - 0 41,e4f5,17,white
6,82,8/3k4/3p1b2/pp1P1Kp1/P5R1/1P2B3/2r2P2/8 b - - 1 41,f6d8,-15,black
6,83,3b4/3k4/3p4/pp1P1Kp1/P5R1/1P2B3/2r2P2/8 w - - 2 42,b3b4,12,white
6,84,3b4/3k4/3p4/pp1P1Kp1/PP4R1/4B3/2r2P2/8 b - - 0 42,c2b2,-11,black
6,85,3b4/3k4/3p4/pp1P1Kp1/PP4R1/4B3/1r3P2/8 w - - 1 43,b4a5,29,white
6,86,3b4/3k4/3p4/Pp1P1Kp1/P5R1/4B3/1r3P2/8 b - - 0 43,d8a5,-30,black
6,87,8/3k4/3p4/bp1P1Kp1/P5R1/4B3/1r3P2/8 w - - 0 44,a4b5,28,white
6,88,8/3k4/3p4/bP1P1Kp1/6R1/4B3/1r3P2/8 b - - 0 44,b2b5,-26,black
6,89,8/3k4/3p4/br1P1Kp1/6R1/4B3/5P2/8 w - - 0 45,f5e4,28,white
6,90,8/3k4/3p4/br1P2p1/4K1R1/4B3/5P2/8 b - - 1 45,a5d8,-17,black
6,91,3b4/3k4/3p4/1r1P2p1/4K1R1/4B3/5P2/8 w - - 2 46,g4g1,23,white
6,92,3b4/3k4/3p4/1r1P2p1/4K3/4B3/5P2/6R1 b - - 3 46,d7e8,-13,black
6,93,3bk3/8/3p4/1r1P2p1/4K3/4B3/5P2/6R1 w - - 4 47,g1h1,17,white
6,94,3bk3/8/3p4/1r1P2p1/4K3/4B3/5P2/7R b - - 5 47,e8f7,-15,black
6,95,3b4/5k2/3p4/1r1P2p1/4K3/4B3/5P2/7R w - - 6 48,h1h7,16,white
6,96,3b4/5k1R/3p4/1r1P2p1/4K3/4B3/5P2/8 b - - 7 48,f7e8,-12,black
6,97,3bk3/7R/3p4/1r1P2p1/4K3/4B3/5P2/8 w - - 8 49,h7h8,12,white
6,98,3bk2R/8/3p4/1r1P2p1/4K3/4B3/5P2/8 b - - 9 49,e8d7,-16,black
6,99,3b3R/3k4/3p4/1r1P2p1/4K3/4B3/5P2/8 w - - 10 50,h8h7,17,white
6,100,3b4/3k3R/3p4/1r1P2p1/4K3/4B3/5P2/8 b - - 11 50,d7e8,-20,black
6,101,3bk3/7R/3p4/1r1P2p1/4K3/4B3/5P2/8 w - - 12 51,h7h8,13,white
6,102,3bk2R/8/3p4/1r1P2p1/4K3/4B3/5P2/8 b - - 13 51,e8d7,-12,black
6,103,3b3R/3k4/3p4/1r1P2p1/4K3/4B3/5P2/8 w - - 14 52,h8h1,13,white
6,104,3b4/3k4/3p4/1r1P2p1/4K3/4B3/5P2/7R b - - 15 52,d7e8,-11,black
6,105,3bk3/8/3p4/1r1P2p1/4K3/4B3/5P2/7R w - - 16 53,h1a1,14,white
6,106,3bk3/8/3p4/1r1P2p1/4K3/4B3/5P2/R7 b - - 17 53,e8f7,-9,black
6,107,3b4/5k2/3p4/1r1P2p1/4K3/4B3/5P2/R7 w - - 18 54,a1a7,8,white
6,108,3b4/R4k2/3p4/1r1P2p1/4K3/4B3/5P2/8 b - - 19 54,f7e8,-6,black
6,109,3bk3/R7/3p4/1r1P2p1/4K3/4B3/5P2/8 w - - 20 55,a7a8,6,white
6,110,R2bk3/8/3p4/1r1P2p1/4K3/4B3/5P2/8 b - - 21 55,e8d7,-6,black
6,111,R2b4/3k4/3p4/1r1P2p1/4K3/4B3/5P2/8 w - - 22 56,a8a1,5,white
6,112,3b4/3k4/3p4/1r1P2p1/4K3/4B3/5P2/R7 b - - 23 56,d7e8,-7,black
6,113,3bk3/8/3p4/1r1P2p1/4K3/4B3/5P2/R7 w - - 24 57,a1a8,4,white
6,114,R2bk3/8/3p4/1r1P2p1/4K3/4B3/5P2/8 b - - 25 57,e8d7,-4,black
6,115,R2b4/3k4/3p4/1r1P2p1/4K3/4B3/5P2/8 w - - 26 58,a8a2,12,white
6,116,3b4/3k4/3p4/1r1P2p1/4K3/4B3/R4P2/8 b - - 27 58,d7e8,-16,black
6,117,3bk3/8/3p4/1r1P2p1/4K3/4B3/R4P2/8 w - - 28 59,a2a1,10,white
6,118,3bk3/8/3p4/1r1P2p1/4K3/4B3/5P2/R7 b - - 29 59,e8f7,0,black
6,119,3b4/5k2/3p4/1r1P2p1/4K3/4B3/5P2/R7 w - - 30 60,a1a7,6,white
6,120,3b4/R4k2/3p4/1r1P2p1/4K3/4B3/5P2/8 b - - 31 60,f7e8,-1,black
6,121,3bk3/R7/3p4/1r1P2p1/4K3/4B3/5P2/8 w - - 32 61,a7a2,0,white
6,122,3bk3/8/3p4/1r1P2p1/4K3/4B3/R4P2/8 b - - 33 61,e8f7,0,black
6,123,3b4/5k2/3p4/1r1P2p1/4K3/4B3/R4P2/8 w - - 34 62,a2a7,0,white
6,124,3b4/R4k2/3p4/1r1P2p1/4K3/4B3/5P2/8 b - - 35 62,f7e8,0,black
6,125,3bk3/R7/3p4/1r1P2p1/4K3/4B3/5P2/8 w - - 36 63,a7a2,0,white
6,126,3bk3/8/3p4/1r1P2p1/4K3/4B3/R4P2/8 b - - 37 63,e8f7,0,black
6,127,3b4/5k2/3p4/1r1P2p1/4K3/4B3/R4P2/8 w - - 38 64,a2a8,0,white
6,128,R2b4/5k2/3p4/1r1P2p1/4K3/4B3/5P2/8 b - - 39 64,d8e7,0,black
6,129,R7/4bk2/3p4/1r1P2p1/4K3/4B3/5P2/8 w - - 40 65,a8a7,0,white
6,130,8/R3bk2/3p4/1r1P2p1/4K3/4B3/5P2/8 b - - 41 65,b5b4,0,black
6,131,8/R3bk2/3p4/3P2p1/1r2K3/4B3/5P2/8 w - - 42 66,e4f5,0,white
6,132,8/R3bk2/3p4/3P1Kp1/1r6/4B3/5P2/8 b - - 43 66,b4b5,0,black
6,133,8/R3bk2/3p4/1r1P1Kp1/8/4B3/5P2/8 w - - 44 67,f5e4,0,white
6,134,8/R3bk2/3p4/1r1P2p1/4K3/4B3/5P2/8 b - - 45 67,b5b4,0,black
6,135,8/R3bk2/3p4/3P2p1/1r2K3/4B3/5P2/8 w - - 46 68,e4f5,0,white
6,136,8/R3bk2/3p4/3P1Kp1/1r6/4B3/5P2/8 b - - 47 68,b4b5,0,black
6,137,8/R3bk2/3p4/1r1P1Kp1/8/4B3/5P2/8 w - - 48 69,f5e4,0,white
6,138,8/R3bk2/3p4/1r1P2p1/4K3/4B3/5P2/8 b - - 49 69,b5b4,0,black
6,139,8/R3bk2/3p4/3P2p1/1r2K3/4B3/5P2/8 w - - 50 70,e4f5,0,white
6,140,8/R3bk2/3p4/3P1Kp1/1r6/4B3/5P2/8 b - - 51 70,b4b5,0,black
6,141,8/R3bk2/3p4/1r1P1Kp1/8/4B3/5P2/8 w - - 52 71,f5e4,0,white
6,142,8/R3bk2/3p4/1r1P2p1/4K3/4B3/5P2/8 b - - 53 71,b5b4,0,black
6,143,8/R3bk2/3p4/3P2p1/1r2K3/4B3/5P2/8 w - - 54 72,e4f5,0,white
6,144,8/R3bk2/3p4/3P1Kp1/1r6/4B3/5P2/8 b - - 55 72,b4b5,0,black
6,145,8/R3bk2/3p4/1r1P1Kp1/8/4B3/5P2/8 w - - 56 73,f5e4,0,white
7,1,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,25,white
7,2,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,-30,black
7,3,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3,26,white
7,4,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,b8c6,-27,black
7,5,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,f1b5,30,white
7,6,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,a7a6,-23,black
7,7,r1bqkbnr/1ppp1ppp/p1n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,b5a4,21,white
7,8,r1bqkbnr/1ppp1ppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4,g8f6,-36,black
12,100,6r1/1p2k3/p1p1p1n1/2P2pPR/1PBPp3/1P2P1K1/8/8 b - - 2 50,g6f8,0,black
12,101,5nr1/1p2k3/p1p1p3/2P2pPR/1PBPp3/1P2P1K1/8/8 w - - 3 51,g3f4,0,white
12,102,5nr1/1p2k3/p1p1p3/2P2pPR/1PBPpK2/1P2P3/8/8 b - - 4 51,f8g6,0,black
12,103,6r1/1p2k3/p1p1p1n1/2P2pPR/1PBPpK2/1P2P3/8/8 w - - 5 52,f4g3,0,white
12,104,6r1/1p2k3/p1p1p1n1/2P2pPR/1PBPp3/1P2P1K1/8/8 b - - 6 52,g6f8,0,black
12,105,5nr1/1p2k3/p1p1p3/2P2pPR/1PBPp3/1P2P1K1/8/8 w - - 7 53,g3f4,0,white
12,106,5nr1/1p2k3/p1p1p3/2P2pPR/1PBPpK2/1P2P3/8/8 b - - 8 53,f8g6,0,black
12,107,6r1/1p2k3/p1p1p1n1/2P2pPR/1PBPpK2/1P2P3/8/8 w - - 9 54,f4g3,0,white
12,108,6r1/1p2k3/p1p1p1n1/2P2pPR/1PBPp3/1P2P1K1/8/8 b - - 10 54,g6f8,0,black
12,109,5nr1/1p2k3/p1p1p3/2P2pPR/1PBPp3/1P2P1K1/8/8 w - - 11 55,g3f4,0,white
12,110,5nr1/1p2k3/p1p1p3/2P2pPR/1PBPpK2/1P2P3/8/8 b - - 12 55,f8g6,0,black
12,111,6r1/1p2k3/p1p1p1n1/2P2pPR/1PBPpK2/1P2P3/8/8 w - - 13 56,f4g3,0,white
12,112,6r1/1p2k3/p1p1p1n1/2P2pPR/1PBPp3/1P2P1K1/8/8 b - - 14 56,g6f8,0,black
12,113,5nr1/1p2k3/p1p1p3/2P2pPR/1PBPp3/1P2P1K1/8/8 w - - 15 57,g3f4,0,white
13,1,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,25,white
13,2,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e7e5,-23,black
13,3,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g1f3,26,white
13,4,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,b8c6,-21,black
13,5,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,f1b5,22,white
13,6,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,g8f6,-19,black
13,7,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,e1g1,19,white
13,8,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4,f6e4,-17,black
13,9,r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 5,f1e1,13,white
13,10,r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQR1K1 b kq - 1 5,e4d6,-26,black
13,11,r1bqkb1r/pppp1ppp/2nn4/1B2p3/8/5N2/PPPP1PPP/RNBQR1K1 w kq - 2 6,f3e5,24,white
13,12,r1bqkb1r/pppp1ppp/2nn4/1B2N3/8/8/PPPP1PPP/RNBQR1K1 b kq - 0 6,f8e7,-21,black
13,13,r1bqk2r/ppppbppp/2nn4/1B2N3/8/8/PPPP1PPP/RNBQR1K1 w kq - 1 7,b5f1,28,white
13,14,r1bqk2r/ppppbppp/2nn4/4N3/8/8/PPPP1PPP/RNBQRBK1 b kq - 2 7,c6e5,-32,black
13,15,r1bqk2r/ppppbppp/3n4/4n3/8/8/PPPP1PPP/RNBQRBK1 w kq - 0 8,e1e5,30,white
13,16,r1bqk2r/ppppbppp/3n4/4R3/8/8/PPPP1PPP/RNBQ1BK1 b kq - 0 8,e8g8,-25,black
13,17,r1bq1rk1/ppppbppp/3n4/4R3/8/8/PPPP1PPP/RNBQ1BK1 w - - 1 9,d2d4,21,white
13,18,r1bq1rk1/ppppbppp/3n4/4R3/3P4/8/PPP2PPP/RNBQ1BK1 b - - 0 9,e7f6,-32,black
13,19,r1bq1rk1/pppp1ppp/3n1b2/4R3/3P4/8/PPP2PPP/RNBQ1BK1 w - - 1 10,e5e1,30,white
13,20,r1bq1rk1/pppp1ppp/3n1b2/8/3P4/8/PPP2PPP/RNBQRBK1 b - - 2 10,f8e8,-30,black
13,21,r1bqr1k1/pppp1ppp/3n1b2/8/3P4/8/PPP2PPP/RNBQRBK1 w - - 3 11,c2c3,23,white
13,22,r1bqr1k1/pppp1ppp/3n1b2/8/3P4/2P5/PP3PPP/RNBQRBK1 b - - 0 11,e8e1,-24,black
13,23,r1bq2k1/pppp1ppp/3n1b2/8/3P4/2P5/PP3PPP/RNBQrBK1 w - - 0 12,d1e1,25,white
13,24,r1bq2k1/pppp1ppp/3n1b2/8/3P4/2P5/PP3PPP/RNB1QBK1 b - - 0 12,d6e8,-22,black
13,25,r1bqn1k1/pppp1ppp/5b2/8/3P4/2P5/PP3PPP/RNB1QBK1 w - - 1 13,c1f4,24,white
13,26,r1bqn1k1/pppp1ppp/5b2/8/3P1B2/2P5/PP3PPP/RN2QBK1 b - - 2 13,d7d5,-24,black
